method,protein,ligand,affinity,output_file
qvina,8zyq,ligand_1170,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1170_out.pdbqt
qvina,8zyq,ligand_1171,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1171_out.pdbqt
qvina,8zyq,ligand_1172,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1172_out.pdbqt
qvina,8zyq,ligand_1173,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1173_out.pdbqt
qvina,8zyq,ligand_1174,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1174_out.pdbqt
qvina,8zyq,ligand_1175,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1175_out.pdbqt
qvina,8zyq,ligand_1176,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1176_out.pdbqt
qvina,8zyq,ligand_1177,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1177_out.pdbqt
qvina,8zyq,ligand_1178,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1178_out.pdbqt
qvina,8zyq,ligand_1179,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1179_out.pdbqt
qvina,8zyq,ligand_1180,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1180_out.pdbqt
qvina,8zyq,ligand_1181,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1181_out.pdbqt
qvina,8zyq,ligand_1182,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1182_out.pdbqt
qvina,8zyq,ligand_1183,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1183_out.pdbqt
qvina,8zyq,ligand_1184,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1184_out.pdbqt
qvina,8zyq,ligand_1185,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1185_out.pdbqt
qvina,8zyq,ligand_1186,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1186_out.pdbqt
qvina,8zyq,ligand_1187,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1187_out.pdbqt
qvina,8zyq,ligand_1188,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1188_out.pdbqt
qvina,8zyq,ligand_1189,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1189_out.pdbqt
qvina,8zyq,ligand_1190,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1190_out.pdbqt
qvina,8zyq,ligand_1191,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1191_out.pdbqt
qvina,8zyq,ligand_1192,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1192_out.pdbqt
qvina,8zyq,ligand_1193,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1193_out.pdbqt
qvina,8zyq,ligand_1194,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1194_out.pdbqt
qvina,8zyq,ligand_1195,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1195_out.pdbqt
qvina,8zyq,ligand_1196,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1196_out.pdbqt
qvina,8zyq,ligand_1197,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1197_out.pdbqt
qvina,8zyq,ligand_1198,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1198_out.pdbqt
qvina,8zyq,ligand_1199,,
qvina,8zyq,ligand_1200,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1200_out.pdbqt
qvina,8zyq,ligand_1201,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1201_out.pdbqt
qvina,8zyq,ligand_1202,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1202_out.pdbqt
qvina,8zyq,ligand_1203,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1203_out.pdbqt
qvina,8zyq,ligand_1204,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1204_out.pdbqt
qvina,8zyq,ligand_1205,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1205_out.pdbqt
qvina,8zyq,ligand_1206,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1206_out.pdbqt
qvina,8zyq,ligand_1207,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1207_out.pdbqt
qvina,8zyq,ligand_1208,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1208_out.pdbqt
qvina,8zyq,ligand_1209,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1209_out.pdbqt
qvina,8zyq,ligand_1210,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1210_out.pdbqt
qvina,8zyq,ligand_1211,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1211_out.pdbqt
qvina,8zyq,ligand_1212,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1212_out.pdbqt
qvina,8zyq,ligand_1213,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1213_out.pdbqt
qvina,8zyq,ligand_1214,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1214_out.pdbqt
qvina,8zyq,ligand_1215,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1215_out.pdbqt
qvina,8zyq,ligand_1216,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1216_out.pdbqt
qvina,8zyq,ligand_1217,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1217_out.pdbqt
qvina,8zyq,ligand_1218,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1218_out.pdbqt
qvina,8zyq,ligand_1219,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1219_out.pdbqt
qvina,8zyq,ligand_1220,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1220_out.pdbqt
qvina,8zyq,ligand_1221,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1221_out.pdbqt
qvina,8zyq,ligand_1222,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1222_out.pdbqt
qvina,8zyq,ligand_1223,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1223_out.pdbqt
qvina,8zyq,ligand_1224,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1224_out.pdbqt
qvina,8zyq,ligand_1225,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1225_out.pdbqt
qvina,8zyq,ligand_1226,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1226_out.pdbqt
qvina,8zyq,ligand_1227,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1227_out.pdbqt
qvina,8zyq,ligand_1228,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1228_out.pdbqt
qvina,8zyq,ligand_1229,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1229_out.pdbqt
qvina,8zyq,ligand_1230,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1230_out.pdbqt
qvina,8zyq,ligand_1231,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1231_out.pdbqt
qvina,8zyq,ligand_1232,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1232_out.pdbqt
qvina,8zyq,ligand_1233,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1233_out.pdbqt
qvina,8zyq,ligand_1234,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1234_out.pdbqt
qvina,8zyq,ligand_1235,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1235_out.pdbqt
qvina,8zyq,ligand_1236,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1236_out.pdbqt
qvina,8zyq,ligand_1237,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1237_out.pdbqt
qvina,8zyq,ligand_1238,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1238_out.pdbqt
qvina,8zyq,ligand_1239,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1239_out.pdbqt
qvina,8zyq,ligand_1240,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1240_out.pdbqt
qvina,8zyq,ligand_1241,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1241_out.pdbqt
qvina,8zyq,ligand_1242,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1242_out.pdbqt
qvina,8zyq,ligand_1243,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1243_out.pdbqt
qvina,8zyq,ligand_1244,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1244_out.pdbqt
qvina,8zyq,ligand_1245,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1245_out.pdbqt
qvina,8zyq,ligand_1246,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1246_out.pdbqt
qvina,8zyq,ligand_1247,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1247_out.pdbqt
qvina,8zyq,ligand_1248,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1248_out.pdbqt
qvina,8zyq,ligand_1249,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1249_out.pdbqt
qvina,8zyq,ligand_1250,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1250_out.pdbqt
qvina,8zyq,ligand_1251,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1251_out.pdbqt
qvina,8zyq,ligand_1252,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1252_out.pdbqt
qvina,8zyq,ligand_1253,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1253_out.pdbqt
qvina,8zyq,ligand_1254,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1254_out.pdbqt
qvina,8zyq,ligand_1255,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1255_out.pdbqt
qvina,8zyq,ligand_1256,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1256_out.pdbqt
qvina,8zyq,ligand_1257,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1257_out.pdbqt
qvina,8zyq,ligand_1258,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1258_out.pdbqt
qvina,8zyq,ligand_1259,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1259_out.pdbqt
qvina,8zyq,ligand_1260,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1260_out.pdbqt
qvina,8zyq,ligand_1261,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1261_out.pdbqt
qvina,8zyq,ligand_1262,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1262_out.pdbqt
qvina,8zyq,ligand_1263,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1263_out.pdbqt
qvina,8zyq,ligand_1264,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1264_out.pdbqt
qvina,8zyq,ligand_1265,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1265_out.pdbqt
qvina,8zyq,ligand_1266,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1266_out.pdbqt
qvina,8zyq,ligand_1267,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1267_out.pdbqt
qvina,8zyq,ligand_1268,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1268_out.pdbqt
qvina,8zyq,ligand_1269,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1269_out.pdbqt
qvina,8zyq,ligand_1270,,
qvina,8zyq,ligand_1271,,
qvina,8zyq,ligand_1272,,
qvina,8zyq,ligand_1273,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1273_out.pdbqt
qvina,8zyq,ligand_1274,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1274_out.pdbqt
qvina,8zyq,ligand_1275,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1275_out.pdbqt
qvina,8zyq,ligand_1276,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1276_out.pdbqt
qvina,8zyq,ligand_1277,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1277_out.pdbqt
qvina,8zyq,ligand_1278,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1278_out.pdbqt
qvina,8zyq,ligand_1279,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1279_out.pdbqt
qvina,8zyq,ligand_1280,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1280_out.pdbqt
qvina,8zyq,ligand_1281,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1281_out.pdbqt
qvina,8zyq,ligand_1282,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1282_out.pdbqt
qvina,8zyq,ligand_1283,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1283_out.pdbqt
qvina,8zyq,ligand_1284,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1284_out.pdbqt
qvina,8zyq,ligand_1285,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1285_out.pdbqt
qvina,8zyq,ligand_1286,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1286_out.pdbqt
qvina,8zyq,ligand_1287,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1287_out.pdbqt
qvina,8zyq,ligand_1288,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1288_out.pdbqt
qvina,8zyq,ligand_1289,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1289_out.pdbqt
qvina,8zyq,ligand_1290,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1290_out.pdbqt
qvina,8zyq,ligand_1291,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1291_out.pdbqt
qvina,8zyq,ligand_1292,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1292_out.pdbqt
qvina,8zyq,ligand_1293,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1293_out.pdbqt
qvina,8zyq,ligand_1294,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1294_out.pdbqt
qvina,8zyq,ligand_1295,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1295_out.pdbqt
qvina,8zyq,ligand_1296,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1296_out.pdbqt
qvina,8zyq,ligand_1297,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1297_out.pdbqt
qvina,8zyq,ligand_1298,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1298_out.pdbqt
qvina,8zyq,ligand_1299,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1299_out.pdbqt
qvina,8zyq,ligand_1300,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1300_out.pdbqt
qvina,8zyq,ligand_1301,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1301_out.pdbqt
qvina,8zyq,ligand_1302,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1302_out.pdbqt
qvina,8zyq,ligand_1303,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1303_out.pdbqt
qvina,8zyq,ligand_1304,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1304_out.pdbqt
qvina,8zyq,ligand_1305,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1305_out.pdbqt
qvina,8zyq,ligand_1306,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1306_out.pdbqt
qvina,8zyq,ligand_1307,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1307_out.pdbqt
qvina,8zyq,ligand_1308,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1308_out.pdbqt
qvina,8zyq,ligand_1309,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1309_out.pdbqt
qvina,8zyq,ligand_1310,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1310_out.pdbqt
qvina,8zyq,ligand_1311,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1311_out.pdbqt
qvina,8zyq,ligand_1312,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1312_out.pdbqt
qvina,8zyq,ligand_1313,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1313_out.pdbqt
qvina,8zyq,ligand_1314,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1314_out.pdbqt
qvina,8zyq,ligand_1315,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1315_out.pdbqt
qvina,8zyq,ligand_1316,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1316_out.pdbqt
qvina,8zyq,ligand_1317,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1317_out.pdbqt
qvina,8zyq,ligand_1318,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1318_out.pdbqt
qvina,8zyq,ligand_1319,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1319_out.pdbqt
qvina,8zyq,ligand_1320,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1320_out.pdbqt
qvina,8zyq,ligand_1321,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1321_out.pdbqt
qvina,8zyq,ligand_1322,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1322_out.pdbqt
qvina,8zyq,ligand_1323,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1323_out.pdbqt
qvina,8zyq,ligand_1324,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1324_out.pdbqt
qvina,8zyq,ligand_1325,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1325_out.pdbqt
qvina,8zyq,ligand_1326,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1326_out.pdbqt
qvina,8zyq,ligand_1327,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1327_out.pdbqt
qvina,8zyq,ligand_1328,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1328_out.pdbqt
qvina,8zyq,ligand_1329,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1329_out.pdbqt
qvina,8zyq,ligand_1330,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1330_out.pdbqt
qvina,8zyq,ligand_1331,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1331_out.pdbqt
qvina,8zyq,ligand_1332,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1332_out.pdbqt
qvina,8zyq,ligand_1333,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1333_out.pdbqt
qvina,8zyq,ligand_1334,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1334_out.pdbqt
qvina,8zyq,ligand_1335,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1335_out.pdbqt
qvina,8zyq,ligand_1336,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1336_out.pdbqt
qvina,8zyq,ligand_1337,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1337_out.pdbqt
qvina,8zyq,ligand_1338,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1338_out.pdbqt
qvina,8zyq,ligand_1339,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1339_out.pdbqt
qvina,8zyq,ligand_1340,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1340_out.pdbqt
qvina,8zyq,ligand_1341,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1341_out.pdbqt
qvina,8zyq,ligand_1342,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1342_out.pdbqt
qvina,8zyq,ligand_1343,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1343_out.pdbqt
qvina,8zyq,ligand_1344,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1344_out.pdbqt
qvina,8zyq,ligand_1345,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1345_out.pdbqt
qvina,8zyq,ligand_1346,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1346_out.pdbqt
qvina,8zyq,ligand_1347,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1347_out.pdbqt
qvina,8zyq,ligand_1348,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1348_out.pdbqt
qvina,8zyq,ligand_1349,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1349_out.pdbqt
qvina,8zyq,ligand_1350,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1350_out.pdbqt
qvina,8zyq,ligand_1351,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1351_out.pdbqt
qvina,8zyq,ligand_1352,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1352_out.pdbqt
qvina,8zyq,ligand_1353,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1353_out.pdbqt
qvina,8zyq,ligand_1354,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1354_out.pdbqt
qvina,8zyq,ligand_1355,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1355_out.pdbqt
qvina,8zyq,ligand_1356,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1356_out.pdbqt
qvina,8zyq,ligand_1357,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1357_out.pdbqt
qvina,8zyq,ligand_1358,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1358_out.pdbqt
qvina,8zyq,ligand_1359,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_1359_out.pdbqt
